GeneName	geneSymbol	GeneDescription
YOR055W	""	""
YOR056C	NOB1	Nin1 (One) Binding protein
YOR057W	SGT1	Suppressor of G2 (Two) allele of skp1
YOR058C	ASE1	Anaphase Spindle Elongation
YOR059C	LPL1	LD phospholipase
YOR060C	SLD7	Synthetic Lethality with Dpb11-24
YOR061W	CKA2	Casein Kinase Alpha' subunit
YOR062C	""	""
YOR063W	RPL3	Ribosomal Protein of the Large subunit
YOR064C	YNG1	Yeast iNG1 homolog
YOR065W	CYT1	CYTochrome c1
YOR066W	MSA1	Mbf and Sbf Associated
YOR067C	ALG8	Asparagine-Linked Glycosylation
YOR068C	VAM10	VAcuolar Morphogenesis
YOR069W	VPS5	Vacuolar Protein Sorting
YOR070C	GYP1	Gtpase-activating protein for YPt1p
YOR071C	NRT1	Nicotinamide Riboside Transporter
YOR072W	""	""
YOR072W-A	""	""
YOR072W-B	""	""
YOR073W	SGO1	ShuGOshin (Japanese for "guardian spirit")
YOR073W-A	""	""
YOR074C	CDC21	Cell Division Cycle
YOR075W	UFE1	Unknown Function Essential
YOR076C	SKI7	SuperKIller
YOR077W	RTS2	""
YOR078W	BUD21	BUD site selection
YOR079C	ATX2	AnTioXidant
YOR080W	DIA2	Digs Into Agar
YOR081C	TGL5	TriacylGlycerol Lipase
YOR082C	""	""
YOR083W	WHI5	WHIskey
YOR084W	LPX1	Lipase of PeroXisomes
YOR085W	OST3	OligoSaccharylTransferase
YOR086C	TCB1	Three Calcium and lipid Binding domains (TriCalBins)
YOR087W	YVC1	Yeast Vacuolar Conductance
YOR089C	VPS21	Vacuolar Protein Sorting
YOR090C	PTC5	Phosphatase Two C
YOR091W	TMA46	Translation Machinery Associated
YOR092W	ECM3	ExtraCellular Mutant
YOR093C	CMR2	Changed Mutation Rate
YOR094W	ARF3	ADP-Ribosylation Factor
YOR095C	RKI1	Ribose-5-phosphate Ketol-Isomerase
YOR096W	RPS7A	Ribosomal Protein of the Small subunit
YOR097C	""	""
YOR098C	NUP1	NUclear Pore
YOR099W	KTR1	Kre Two Related
YOR100C	CRC1	CaRnitine Carrier
YOR101W	RAS1	homologous to RAS proto-oncogene
YOR102W	""	""
YOR103C	OST2	OligoSaccharylTransferase
YOR104W	PIN2	Psi+ INducibility
YOR105W	""	""
YOR106W	VAM3	VAcuolar Morphogenesis
YOR107W	RGS2	Regulator of heterotrimeric G protein Signaling
YOR108C-A	""	""
YOR108W	LEU9	LEUcine biosynthesis
YOR109W	INP53	INositol polyphosphate 5-Phosphatase
YOR110W	TFC7	""
YOR111W	""	""
YOR112W	CEX1	Cytoplasmic EXport protein
YOR113W	AZF1	Asparagine-rich Zinc-Finger
YOR114W	DPI34	Delta-Psi dependent mitochondrial Import protein of ~34 kDa
YOR115C	TRS33	TRapp Subunit
YOR116C	RPO31	RNA POlymerase
YOR117W	RPT5	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase
YOR118W	RTC5	Restriction of Telomere Capping
YOR119C	RIO1	RIght Open reading frame
YOR120W	GCY1	Galactose-inducible Crystallin-like Yeast protein
YOR121C	""	""
YOR122C	PFY1	ProFilin of Yeast
YOR123C	LEO1	LEft Open reading frame
YOR124C	UBP2	UBiquitin-specific Protease
YOR125C	CAT5	CATabolite repression
YOR126C	IAH1	Isoamyl Acetate-Hydrolyzing esterase
YOR127W	RGA1	Rho GTPase Activating Protein
YOR128C	ADE2	ADEnine requiring
YOR129C	AFI1	ArF3-Interacting protein
YOR130C	ORT1	ORnithine Transporter
YOR131C	""	""
YOR132W	VPS17	Vacuolar Protein Sorting
YOR133W	EFT1	Elongation Factor Two
YOR134W	BAG7	""
YOR135C	IRC14	""
YOR136W	IDH2	Isocitrate DeHydrogenase
YOR137C	SIA1	Suppressor of eIF5A
YOR138C	RUP1	Rsp5-Ubp2 interacting Protein
YOR139C	""	""
YOR140W	SFL1	Suppressor gene for FLocculation
YOR141C	ARP8	Actin-Related Protein
YOR142W	LSC1	Ligase of Succinyl-CoA
YOR143C	THI80	THIamine metabolism
YOR144C	ELG1	Enhanced Level of Genomic instability
YOR145C	PNO1	Partner of NOb1
YOR146W	""	""
YOR147W	MDM32	Mitochondrial Distribution and Morphology
YOR148C	SPP2	Suppressor of PrP
YOR149C	SMP3	Stable Maintenance of pSRI
YOR150W	MRPL23	Mitochondrial Ribosomal Protein, Large subunit
YOR151C	RPB2	RNA Polymerase B
YOR152C	ATG40	AuTophaGy related
YOR153W	PDR5	Pleiotropic Drug Resistance
YOR154W	SLP1	SUN-Like Protein
YOR155C	ISN1	IMP-Specific 5'-Nucleotidase
YOR156C	NFI1	Neck Filament Interacting
YOR157C	PUP1	PUtative Proteasome subunit
YOR158W	PET123	PETite colonies
YOR159C	SME1	Sm protein E
YOR160W	MTR10	Mrna TRansport defective
YOR161C	PNS1	pH Nine Sensitive
YOR161C-C	""	""
YOR161W-A	""	""
YOR161W-B	""	""
YOR162C	YRR1	Yeast Reveromycin-A Resistant
YOR163W	DDP1	Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase
YOR164C	GET4	Guided Entry Tail-anchored proteins
YOR165W	SEY1	Synthetic Enhancement of YOP1
YOR166C	SWT1	Synthetically lethal With Trex
YOR167C	RPS28A	Ribosomal Protein of the Small subunit
YOR168W	GLN4	GLutamiNe metabolism
YOR169C	""	""
YOR170W	""	""
YOR171C	LCB4	Long-Chain Base
YOR172W	YRM1	Yeast Reveromycin resistance Modulator
YOR173W	DCS2	DeCapping Scavenger
YOR174W	MED4	MEDiator complex
YOR175C	ALE1	Acyltransferase for Lyso-phosphatidylEthanolamine
YOR176W	HEM15	HEMe biosynthesis
YOR177C	MPC54	Meiotic Plaque Component
YOR178C	GAC1	Glycogen ACcumulation
YOR179C	SYC1	Similar to Ysh1 C-terminal
YOR180C	DCI1	delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase
YOR181W	LAS17	""
YOR182C	RPS30B	Ribosomal Protein of the Small subunit
YOR183W	FYV12	Function required for Yeast Viability
YOR184W	SER1	SERine requiring
YOR185C	GSP2	Genetic Suppressor of Prp20-1
YOR186C-A	""	""
YOR186W	""	""
YOR187W	TUF1	""
YOR188W	MSB1	Multicopy Suppression of a Budding defect
YOR189W	IES4	Ino Eighty Subunit
YOR190W	SPR1	SPorulation Regulated
YOR191W	ULS1	Ubiquitin Ligase for SUMO conjugates
YOR192C	THI72	THI7 homolog 2
YOR192C-C	""	""
YOR193W	PEX27	PEroXisome related
YOR194C	TOA1	""
YOR195W	SLK19	Synthetic Lethal Kar3p
YOR196C	LIP5	LIPoic acid
YOR197W	MCA1	MetaCAspase
YOR198C	BFR1	BreFeldin A Resistance
YOR199W	""	""
YOR200W	""	""
YOR201C	MRM1	Mitochondrial rRNA Methyltransferase
YOR202W	HIS3	HIStidine
YOR203W	""	""
YOR204W	DED1	Defines Essential Domain
YOR205C	GEP3	GEnetic interactors of Prohibitins
YOR206W	NOC2	NucleOlar Complex associated
YOR207C	RET1	Reduced Efficiency of Termination
YOR208W	PTP2	Protein Tyrosine Phosphatase
YOR209C	NPT1	Nicotinate PhosphoribosylTransferase
YOR210W	RPB10	RNA Polymerase B
YOR211C	MGM1	Mitochondrial Genome Maintenance
YOR212W	STE4	STErile
YOR213C	SAS5	Something About Silencing
YOR214C	SPR2	SPorulation-Regulated
YOR215C	AIM41	Altered Inheritance of Mitochondria
YOR216C	RUD3	Relieves Uso1-1 transport Defect
YOR217W	RFC1	Replication Factor C
YOR218C	""	""
YOR219C	STE13	STErile
YOR220W	RCN2	Regulator of CalciNeurin
YOR221C	MCT1	Malonyl-CoA:ACP Transferase
YOR222W	ODC2	OxoDicarboxylate Carrier
YOR223W	DSC3	Defective for SREBP Cleavage
YOR224C	RPB8	RNA Polymerase B
YOR225W	""	""
YOR226C	ISU2	IscU homolog
YOR227W	HER1	Hmg2p ER Remodeling
YOR228C	MCP1	Mdm10 Complementing Protein
YOR229W	WTM2	WD repeat containing Transcriptional Modulator
YOR230W	WTM1	WD repeat containing Transcriptional Modulator
YOR231C-A	""	""
YOR231W	MKK1	Mitogen-activated protein Kinase-Kinase
YOR232W	MGE1	Mitochondrial GrpE
YOR233W	KIN4	KINase
YOR234C	RPL33B	Ribosomal Protein of the Large subunit
YOR235W	IRC13	Increased Recombination Centers
YOR236W	DFR1	DihydroFolate Reductase
YOR237W	HES1	Homologous to kES1
YOR238W	""	""
YOR239W	ABP140	Actin Binding Protein
YOR241W	MET7	METhionine requiring
YOR242C	SSP2	Sporulation SPecific
YOR243C	PUS7	PseudoUridine Synthase
YOR244W	ESA1	""
YOR245C	DGA1	DiacylGlycerol Acyltransferase
YOR246C	ENV9	late ENdosome and Vacuole interface function
YOR247W	SRL1	Suppressor of Rad53 null Lethality
YOR248W	""	""
YOR249C	APC5	Anaphase Promoting Complex
YOR250C	CLP1	CLeavage/Polyadenylation factor Ia subunit
YOR251C	TUM1	ThioUridine Modification
YOR252W	TMA16	Translation Machinery Associated
YOR253W	NAT5	N-terminal AcetylTransferase
YOR254C	SEC63	SECretory
YOR255W	OSW1	Outer Spore Wall
YOR256C	TRE2	Transferrrin REceptor like
YOR257W	CDC31	Cell Division Cycle
YOR258W	HNT3	Histidine triad NucleoTide-binding
YOR259C	RPT4	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase
YOR260W	GCD1	General Control Derepressed
YOR261C	RPN8	Regulatory Particle Non-ATPase
YOR262W	GPN2	Gly-Pro-Asn (N) motif
YOR263C	""	""
YOR264W	DSE3	Daughter Specific Expression
YOR265W	RBL2	Rescues Beta-tubulin Lethality
YOR266W	PNT1	PeNTamidine resistance
YOR267C	HRK1	Hygromycin Resistance Kinase
YOR268C	""	""
YOR269W	PAC1	Perish in the Absence of Cin8p
YOR270C	VPH1	Vacuolar pH
YOR271C	FSF1	Fungal SideroFlexin 1
YOR272W	YTM1	""
YOR273C	TPO4	Transporter of POlyamines
YOR274W	MOD5	tRNA MODification
YOR275C	RIM20	Regulator of IME2
YOR276W	CAF20	Cap Associated Factor
YOR277C	""	""
YOR278W	HEM4	HEMe biosynthesis
YOR279C	RFM1	Repression Factor of Middle sporulation element
YOR280C	FSH3	Family of Serine Hydrolases
YOR281C	PLP2	Phosducin-Like Protein
YOR282W	""	""
YOR283W	""	""
YOR284W	HUA2	""
YOR285W	RDL1	RhoDanese-Like protein
YOR286W	RDL2	RhoDanese-Like protein
YOR287C	RRP36	Ribosomal RNA Processing
YOR288C	MPD1	Multicopy suppressor of PDI1 deletion
YOR289W	""	""
YOR290C	SNF2	Sucrose NonFermenting
YOR291W	YPK9	Yeast PARK9
YOR292C	""	""
YOR293C-A	""	""
YOR293W	RPS10A	Ribosomal Protein of the Small subunit
YOR294W	RRS1	Regulator of Ribosome Synthesis
YOR295W	UAF30	Upstream Activation Factor subunit
YOR296W	""	""
YOR297C	TIM18	Translocase of the Inner Mitochondrial membrane
YOR298C-A	MBF1	Multiprotein Bridging Factor
YOR298W	MUM3	MUddled Meiosis
YOR299W	BUD7	BUD site selection
YOR300W	""	""
YOR301W	RAX1	Revert to Axial
YOR302W	""	""
YOR303W	CPA1	Carbamyl Phosphate synthetase A
YOR304C-A	BIL1	Bud6-Interacting Ligand
YOR304W	ISW2	Imitation SWitch subfamily
YOR305W	RRG7	Required for Respiratory Growth
YOR306C	MCH5	MonoCarboxylate transporter Homolog
YOR307C	SLY41	Suppressor of Loss of Ypt1
YOR308C	SNU66	Small NUclear ribonucleoprotein associated
YOR309C	""	""
YOR310C	NOP58	NucleOlar Protein of 58 kDa
YOR311C	DGK1	DiacylGlycerol Kinase
YOR312C	RPL20B	Ribosomal Protein of the Large subunit
YOR313C	SPS4	SPorulation Specific trancript
YOR314W	""	""
YOR314W-A	""	""
YOR315W	SFG1	SuperFicial pseudohyphal Growth
YOR316C	COT1	CObalt Toxicity
YOR316C-A	""	""
YOR317W	FAA1	Fatty Acid Activation
YOR318C	""	""
YOR319W	HSH49	Human Sap Homolog
YOR320C	GNT1	GlcNAc Transferase
YOR321W	PMT3	Protein O-MannosylTransferase
YOR322C	LDB19	Low Dye Binding
YOR323C	PRO2	PROline requiring
YOR324C	FRT1	Functionally Related to TCP1
YOR325W	""	""
YOR326W	MYO2	MYOsin
YOR327C	SNC2	Suppressor of the Null allele of CAP
YOR328W	PDR10	Pleiotropic Drug Resistance
YOR329C	SCD5	Suppressor of Clathrin Deficiency
YOR329W-A	""	""
YOR330C	MIP1	MItochondrial DNA Polymerase
YOR331C	""	""
YOR332W	VMA4	Vacuolar Membrane Atpase
YOR333C	""	""
YOR334W	MRS2	Mitochondrial RNA Splicing
YOR335C	ALA1	ALAnyl-tRNA synthetase
YOR335W-A	""	""
YOR336W	KRE5	Killer toxin REsistant
YOR337W	TEA1	Ty Enhancer Activator
YOR338W	""	""
YOR339C	UBC11	UBiquitin Carrier
YOR340C	RPA43	RNA Polymerase A
YOR341W	RPA190	RNA Polymerase A
YOR342C	""	""
YOR343C	""	""
YOR344C	TYE7	Ty1-mediated Expression
YOR345C	""	""
YOR346W	REV1	REVersionless
YOR347C	PYK2	PYruvate Kinase
YOR348C	PUT4	Proline UTilization
YOR349W	CIN1	Chromosome INstability
YOR350C	MNE1	""
YOR351C	MEK1	MEiotic Kinase
YOR352W	TFB6	""
YOR353C	SOG2	""
YOR354C	MSC6	Meiotic Sister-Chromatid recombination
YOR355W	GDS1	""
YOR356W	CIR2	Changed Intracellular Redox state
YOR357C	SNX3	Sorting NeXin
YOR358W	HAP5	Heme Activator Protein
YOR359W	VTS1	VTi1-2 Suppressor
YOR360C	PDE2	PhosphoDiEsterase
YOR361C	PRT1	PRoTein synthesis
YOR362C	PRE10	PRoteinase yscE
YOR363C	PIP2	Peroxisome Induction Pathway
YOR364W	""	""
YOR365C	""	""
YOR366W	""	""
YOR367W	SCP1	S. cerevisiae CalPonin
YOR368W	RAD17	RADiation sensitive
YOR369C	RPS12	Ribosomal Protein of the Small subunit
YOR370C	MRS6	Mitochondrial RNA Splicing
YOR371C	GPB1	""
YOR372C	NDD1	Nuclear Division Defective
YOR373W	NUD1	""
YOR374W	ALD4	ALdehyde Dehydrogenase
YOR375C	GDH1	Glutamate DeHydrogenase
YOR376W	""	""
YOR376W-A	""	""
YOR377W	ATF1	AcetylTransFerase
YOR378W	AMF1	AMmonium Facilitator
YOR379C	""	""
YOR380W	RDR1	Repressor of Drug Resistance
YOR381W	FRE3	Ferric REductase
YOR381W-A	""	""
YOR382W	FIT2	Facilitator of Iron Transport
YOR383C	FIT3	Facilitator of Iron Transport
YOR384W	FRE5	Ferric REductase
YOR385W	""	""
YOR386W	PHR1	PHotoreactivation Repair deficient
YOR387C	""	""
YOR388C	FDH1	Formate DeHydrogenase
YOR389W	""	""
YOR390W	FEX1	""
YOR391C	HSP33	Heat-Shock Protein
YOR392W	""	""
YOR393W	ERR1	Enolase-Related Repeat
YOR394C-A	""	""
YOR394W	PAU21	seriPAUperin
YOR396C-A	""	""
YOR396W	YRF1-8	""
YPL001W	HAT1	Histone AcetylTransferase
YPL002C	SNF8	Sucrose NonFermenting
YPL003W	ULA1	Ubiquitin-Like protein Activation
YPL004C	LSP1	Long chain bases Stimulate Phosphorylation
YPL005W	AEP3	ATPase ExPression
YPL006W	NCR1	Niemann-pick type C Related
YPL007C	TFC8	Transcription Factor C
YPL008W	CHL1	CHromosome Loss
YPL009C	RQC2	Ribosome Quality control Complex
YPL010W	RET3	RETrieval from ER
YPL011C	TAF3	TATA binding protein-Associated Factor
YPL012W	RRP12	Ribosomal RNA Processing
YPL013C	MRPS16	Mitochondrial Ribosomal Protein, Small subunit
YPL014W	CIP1	Cdk1 Interacting Protein
YPL015C	HST2	Homolog of SIR Two (SIR2)
YPL016W	SWI1	SWItching deficient
YPL017C	IRC15	Increased Recombination Centers
YPL018W	CTF19	Chromosome Transmission Fidelity
YPL019C	VTC3	Vacuolar Transporter Chaperone
YPL020C	ULP1	UbL-specific Protease
YPL021W	ECM23	ExtraCellular Mutant
YPL022W	RAD1	RADiation sensitive
YPL023C	MET12	METhionine requiring
YPL024W	RMI1	RecQ Mediated genome Instability
YPL025C	""	""
YPL026C	SKS1	Suppressor Kinase of SNF3
YPL027W	SMA1	Spore Membrane Assembly
YPL028W	ERG10	ERGosterol biosynthesis
YPL029W	SUV3	SUppressor of Var1
YPL030W	TRM44	TRna Methyltransferase
YPL031C	PHO85	PHOsphate metabolism
YPL032C	SVL3	Styryl dye Vacuolar Localization
YPL033C	SRL4	Suppressor of Rad53 null Lethality or Suppressor of Rad53 and Lcd1
YPL034W	""	""
YPL035C	""	""
YPL036W	PMA2	Plasma Membrane ATPase
YPL037C	EGD1	Enhancer of Gal4 DNA binding
YPL038W	MET31	METhionine requiring
YPL038W-A	""	""
YPL039W	""	""
YPL040C	ISM1	Isoleucyl tRNA Synthetase of Mitochondria
YPL041C	MRX11	Mitochondrial oRganization of gene eXpression (MIOREX)
YPL042C	SSN3	Suppressor of SNf1
YPL043W	NOP4	NucleOlar Protein
YPL044C	""	""
YPL045W	VPS16	Vacuolar Protein Sorting
YPL046C	ELC1	ELongin C
YPL047W	SGF11	SaGa associated Factor 11kDa
YPL048W	CAM1	Calcium And Membrane-binding protein
YPL049C	DIG1	Down-regulator of Invasive Growth
YPL050C	MNN9	MaNNosyltransferase
YPL051W	ARL3	ADP-Ribosylation factor-Like
YPL052W	OAZ1	Ornithine decarboxylase AntiZyme
YPL053C	KTR6	Kre Two Related
YPL054W	LEE1	""
YPL055C	LGE1	LarGE cells
YPL056C	LCL1	Long Chronological Lifespan
YPL057C	SUR1	SUppressor of Rvs161 and rvs167 mutations
YPL058C	PDR12	Pleiotropic Drug Resistance
YPL059W	GRX5	GlutaRedoXin
YPL060W	MFM1	Mrs2 Function Modulating factor
YPL061W	ALD6	ALdehyde Dehydrogenase
YPL062W	""	""
YPL063W	TIM50	Translocase of the Inner Mitochondrial membrane
YPL064C	CWC27	Complexed With Cef1p
YPL065W	VPS28	Vacuolar Protein Sorting
YPL066W	RGL1	Rho1 GEF Localizing
YPL067C	HTC1	Histidine Triad with Channel
YPL068C	""	""
YPL069C	BTS1	Bet Two Suppressor
YPL070W	MUK1	coMpUtationally-linked to Kap95
YPL071C	""	""
YPL072W	UBP16	UBiquitin-specific Protease
YPL073C	""	""
YPL074W	YTA6	Yeast Tat-binding Analog
YPL075W	GCR1	GlyColysis Regulation
YPL076W	GPI2	GlycosylPhosphatidylInositol anchor biosynthesis
YPL077C	""	""
YPL078C	ATP4	ATP synthase
YPL079W	RPL21B	Ribosomal Protein of the Large subunit
YPL080C	""	""
YPL081W	RPS9A	Ribosomal Protein of the Small subunit
YPL082C	MOT1	Modifier of Transcription
YPL083C	SEN54	Splicing ENdonuclease
YPL084W	BRO1	BCK1-like Resistance to Osmotic shock
YPL085W	SEC16	SECretory
YPL086C	ELP3	ELongator Protein
YPL087W	YDC1	Yeast DihydroCeramidase
YPL088W	""	""
YPL089C	RLM1	Resistance to Lethality of MKK1P386 overexpression
YPL090C	RPS6A	Ribosomal Protein of the Small subunit
YPL091W	GLR1	GLutathione Reductase
YPL092W	SSU1	Sensitive to SUlfite
YPL093W	NOG1	NucleOlar G-protein
YPL094C	SEC62	SECretory
YPL095C	EEB1	Ethyl Ester Biosynthesis
YPL096C-A	ERI1	ER-associated Ras Inhibitor
YPL096W	PNG1	Peptide N-Glycanase
YPL097W	MSY1	Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)
YPL098C	MGR2	Mitochondrial Genome Required
YPL099C	INA17	INner membrane Assembly 17 kDa
YPL100W	ATG21	AuTophaGy related
YPL101W	ELP4	ELongator Protein
YPL102C	""	""
YPL103C	FMP30	Found in Mitochondrial Proteome
YPL104W	MSD1	Mitochondrial aminoacyl-tRNA Synthetase, Aspartate (D)
YPL105C	SYH1	SmY2 Homolog
YPL106C	SSE1	Stress Seventy subfamily E
YPL107W	DPC25	Delta-Psi dependent mitochondrial import and Cleavage protein of ~25 kDa
YPL108W	""	""
YPL109C	MCO76	Mitochondrial Class One protein of 76 kDa
YPL110C	GDE1	GlycerophosphoDiEsterase
YPL111W	CAR1	Catabolism of ARginine
YPL112C	PEX25	PEroXisome related
YPL113C	""	""
YPL114W	""	""
YPL115C	BEM3	Bud EMergence
YPL116W	HOS3	Hda One Similar
YPL117C	IDI1	Isopentenyl Diphosphate Isomerase
YPL118W	MRP51	Mitochondrial Ribosomal Protein
YPL119C	DBP1	Dead Box Protein
YPL119C-A	""	""
YPL120W	VPS30	Vacuolar Protein Sorting
YPL121C	MEI5	MEIosis
YPL122C	TFB2	Transcription Factor B subunit 2
YPL123C	RNY1	RiboNuclease from Yeast
YPL124W	SPC29	Spindle Pole Component
YPL125W	KAP120	KAryoPherin
YPL126W	NAN1	Net1 Associated Nuclear protein
YPL127C	HHO1	Histone H One
YPL128C	TBF1	TTAGGG repeat-Binding Factor
YPL129W	TAF14	TATA binding protein-Associated Factor
YPL130W	SPO19	SPOrulation
YPL131W	RPL5	Ribosomal Protein of the Large subunit
YPL132W	COX11	Cytochrome c OXidase
YPL133C	RDS2	Regulator of Drug Sensitivity
YPL134C	ODC1	OxoDicarboxylate Carrier
YPL135C-A	""	""
YPL135W	ISU1	IScU homolog
YPL136W	""	""
YPL137C	GIP3	Glc7 Interacting Protein
YPL138C	SPP1	Set1c, Phd finger Protein
YPL139C	UME1	Unscheduled Meiotic gene Expression
YPL140C	MKK2	Mitogen-activated Kinase Kinase
YPL141C	FRK1	Fatty acyl-CoA synthetase and RNA processing-associated Kinase
YPL142C	""	""
YPL143W	RPL33A	Ribosomal Protein of the Large subunit
YPL144W	POC4	PrOteasome Chaperone
YPL145C	KES1	KrE11-1 Suppressor
YPL146C	NOP53	NucleOlar Protein
YPL147W	PXA1	PeroXisomal ABC-transporter
YPL148C	PPT2	Phosphopantetheine:Protein Transferase
YPL149W	ATG5	AuTophaGy related
YPL150W	""	""
YPL151C	PRP46	Pre-mRNA Processing
YPL152W	RRD2	Resistant to Rapamycin Deletion
YPL152W-A	""	""
YPL153C	RAD53	RADiation sensitive
YPL154C	PEP4	carboxyPEPtidase Y-deficient
YPL155C	KIP2	KInesin related Protein
YPL156C	PRM4	Pheromone-Regulated Membrane protein
YPL157W	TGS1	TrimethylGuanosine Synthase
YPL158C	AIM44	Altered Inheritance rate of Mitochondria
YPL159C	PET20	PETite colonies
YPL160W	CDC60	Cell Division Cycle
YPL161C	BEM4	Bud EMergence
YPL162C	""	""
YPL163C	SVS1	Suppressor of Vanadate Sensitivity
YPL164C	MLH3	MutL Homolog
YPL165C	SET6	SET domain-containing
YPL166W	ATG29	AuTophaGy related
YPL167C	REV3	REVersionless
YPL168W	MRX4	Mitochondrial oRganization of gene eXpression (MIOREX)
YPL169C	MEX67	Messenger RNA EXport factor of 67 kDa
YPL170W	DAP1	DAmage resistance Protein
YPL171C	OYE3	Old Yellow Enzyme
YPL172C	COX10	Cytochrome c OXidase
YPL173W	MRPL40	Mitochondrial Ribosomal Protein, Large subunit
YPL174C	NIP100	Nuclear ImPort
YPL175W	SPT14	SuPpressor of Ty
YPL176C	TRE1	Transferrin REceptor like
YPL177C	CUP9	""
YPL178W	CBC2	Cap Binding Complex
YPL179W	PPQ1	Protein Phosphatase Q
YPL180W	TCO89	Tor Complex One
YPL181W	CTI6	Cyc8-Tup1 Interacting protein
YPL182C	""	""
YPL183C	RTT10	Regulator of Ty1 Transposition
YPL183W-A	RTC6	Restriction of Telomere Capping
YPL184C	MRN1	Multicopy supressor of rsc nhp6
YPL185W	""	""
YPL186C	UIP4	Ulp1 Interacting Protein
YPL187W	MF(ALPHA)1	Mating Factor ALPHA
YPL188W	POS5	PerOxide Sensitive
YPL189C-A	COA2	Cytochrome Oxidase Assembly
YPL189W	GUP2	Glycerol UPtake
YPL190C	NAB3	Nuclear polyAdenylated RNA-Binding
YPL191C	""	""
YPL192C	PRM3	Pheromone-Regulated Membrane protein
YPL193W	RSA1	RiboSome Assembly
YPL194W	DDC1	DNA Damage Checkpoint
YPL195W	APL5	clathrin Adaptor Protein complex Large chain
YPL196W	OXR1	OXidation Resistance
YPL197C	""	""
YPL198W	RPL7B	Ribosomal Protein of the Large subunit
YPL199C	""	""
YPL200W	CSM4	Chromosome Segregation in Meiosis
YPL201C	YIG1	Yeast protein Interacting with Glycerol 3-phosphatase
YPL202C	AFT2	Activator of Fe (iron) Transcription
YPL203W	TPK2	Takashi's Protein Kinase
YPL204W	HRR25	HO and Radiation Repair
YPL205C	""	""
YPL206C	PGC1	Phosphatidyl Glycerol phospholipase C
YPL207W	TYW1	Trna-YW synthesizing protein
YPL208W	RKM1	Ribosomal lysine (K) Methyltransferase
YPL209C	IPL1	Increase in PLoidy
YPL210C	SRP72	Signal Recognition Particle
YPL211W	NIP7	Nuclear ImPort
YPL212C	PUS1	PseudoUridine Synthase
YPL213W	LEA1	Looks Exceptionally like U2A
YPL214C	THI6	THIamine biosynthesis
YPL215W	CBP3	Cytochrome B mRNA Processing
YPL216W	""	""
YPL217C	BMS1	BMh Sensitive
YPL218W	SAR1	Secretion-Associated, Ras-related
YPL219W	PCL8	Pho85 CycLin
YPL220W	RPL1A	Ribosomal Protein of the Large subunit
YPL221W	FLC1	FLavin Carrier
YPL222C-A	""	""
YPL222W	FMP40	Found in Mitochondrial Proteome
YPL223C	GRE1	Genes de Respuesta a Estres (spanish for stress responsive genes)
YPL224C	MMT2	Mitochondrial Metal Transporter
YPL225W	""	""
YPL226W	NEW1	Nu+
YPL227C	ALG5	Asparagine-Linked Glycosylation
YPL228W	CET1	Capping Enzyme Triphosphatase
YPL229W	""	""
YPL230W	USV1	Up in StarVation
YPL231W	FAS2	Fatty Acid Synthetase
YPL232W	SSO1	Supressor of Sec One
YPL233W	NSL1	Nnf1 Synthetic Lethal
YPL234C	VMA11	Vacuolar Membrane Atpase
YPL235W	RVB2	RuVB-like
YPL236C	ENV7	late ENdosome and Vacuole interface function
YPL237W	SUI3	SUppressor of Initiator codon
YPL238C	""	""
YPL239W	YAR1	Yeast Ankyrin Repeat
YPL240C	HSP82	Heat Shock Protein
YPL241C	CIN2	Chromosome INstability
YPL242C	IQG1	IQGAP-related protein
YPL243W	SRP68	Signal Recognition Particle
YPL244C	HUT1	Homolog of UDP-galactose Transporter
YPL245W	""	""
YPL246C	RBD2	""
YPL247C	""	""
YPL248C	GAL4	GALactose metabolism
YPL249C	GYP5	Gtpase-activating protein for Ypt Proteins
YPL249C-A	RPL36B	Ribosomal Protein of the Large subunit
YPL250C	ATG41	AuTophaGy related
YPL250W-A	""	""
YPL251W	""	""
YPL252C	YAH1	Yeast Adrenodoxin Homolog
YPL253C	VIK1	Vegetative Interaction with Kar3p
YPL254W	HFI1	Histone H2A Functional Interactor
YPL255W	BBP1	Bfr1 Binding Protein
YPL256C	CLN2	CycLiN
YPL257W	""	""
YPL258C	THI21	THIamine metabolism
YPL259C	APM1	clathrin Adaptor Protein complex Medium chain
YPL260W	CUB1	Cu2+ suppressing and Bleomycin sensitive
YPL261C	""	""
YPL262W	FUM1	FUMarase
YPL263C	KEL3	KELch
YPL264C	""	""
YPL265W	DIP5	DIcarboxylic amino acid Permease
YPL266W	DIM1	DIMethylase
YPL267W	ACM1	APC/C[Cdh1] Modulator
YPL268W	PLC1	PhosphoLipase C
YPL269W	KAR9	KARyogamy
YPL270W	MDL2	MultiDrug resistance-Like
YPL271W	ATP15	ATP synthase
YPL272C	PBI1	PSTB2 Interacting protein 1
YPL273W	SAM4	S-AdenosylMethionine metabolism
